code,term
1163119007,Creutzfeldt Jakob disease following graft of dura
1177062005,Sporadic fatal insomnia
1259478009,Dementia due to familial Creutzfeldt-Jakob disease
1259503001,Dementia due to iatrogenic Creutzfeldt-Jakob disease
1259522005,Dementia due to variant Creutzfeldt-Jakob disease
1259529001,Dementia due to sporadic Creutzfeldt-Jakob disease
155061007,Creutzfeldt-Jakob disease
192175002,[X]Dementia in Creutzfeldt-Jakob disease
192818008,Cerebral degeneration due to Creutzfeldt-Jakob disease
304603007,Variant Creutzfeldt-Jakob disease
414351000000102,[X]Dementia in Creutzfeldt-Jakob disease
429458009,Dementia due to Creutzfeldt Jakob disease
713060000,Sporadic Creutzfeldt-Jakob disease
715662009,Iatrogenic Jakob-Creutzfeldt disease
715807002,Familial Creutzfeldt-Jakob
792004,Jakob-Creutzfeldt disease
840452004,Classical sporadic Creutzfeldt-Jakob disease
860826006,Creutzfeldt-Jakob Disease caused by human growth hormone
922061000000103,Sporadic Creutzfeldt-Jakob disease
922071000000105,Sporadic Creutzfeldt Jakob disease 
