code,term
101421000119107,Dementia due to Parkinson's disease
103871000119109,Restrictive lung disease due to Parkinson disease
1156822001,Autosomal recessive familial Parkinson disease
1230308005,Off-periods in Parkinson disease not responding to oral treatment
1259080009,Disorder of autonomic nervous system due to Parkinson disease
154999006,Parkinson's disease
155000006,Parkinson's disease
155002003,Parkinson's disease NOS
15755701000119105,Fluency disorder due to Parkinson disease
192177005,[X]Dementia in Parkinson's disease
192825001,Parkinson's disease
192831003,Parkinson's disease NOS
230291001,Juvenile Parkinson's disease
341551000000108,Cerebral degeneration in Parkinson's disease
368771000000107,Cerebral degeneration in Parkinson's disease 
425390006,Dementia associated with Parkinson's Disease
438513002,Cerebral degeneration due to Parkinson's disease
479161000000109,[X]Dementia in Parkinson's disease
49049000,Parkinson's disease
515841000000104,History of Parkinson's disease
604451000000109,Parkinson's disease NOS
715345007,Young onset Parkinson disease
716107009,Early onset parkinsonism and intellectual disability syndrome
716662004,Autosomal dominant late onset Parkinson disease
718685006,Orthostatic hypotension co-occurrent and due to Parkinson's disease
719717006,Psychosis co-occurrent and due to Parkinson's disease
723992000,Kufor Rakeb syndrome
724761004,Sporadic Parkinson disease
725146001,Atypical juvenile parkinsonism
756881000000108,History of Parkinson's disease
