code,term
135811000119107,Lewy body dementia with behavioral disturbance
1363184005,Early onset dementia due to Lewy body disease
1363185006,Dementia due to Lewy body disease
192808003,Lewy body disease
198681000000106,[X]Lewy body dementia
214031000000108,[X]Lewy body dementia
230275004,Lewy body disease
230276003,Lewy body disease
230277007,Lewy body disease
312991009,Late onset dementia due to Lewy body disease
42769004,Diffuse Lewy body disease with spongiform cortical change
80098002,Diffuse Lewy body disease
